"sample","date","time","category","taxon","count","subsamples","v1_ml","sub1_ml","v2_ml","sub2_ml"
"LH_SAV_2",2017-06-05,"16:27","MACROZOOPLANKTON","Corophium spp.",0,0,101,0.2,101,0.2
"LH_SAV_2",2017-06-05,"16:27","MACROZOOPLANKTON","Cumacean",0,0,101,0.2,101,0.2
"LH_SAV_2",2017-06-05,"16:27","MACROZOOPLANKTON","Fish",0,0,101,0.2,101,0.2
"LH_SAV_2",2017-06-05,"16:27","MACROZOOPLANKTON","Fish eggs",0,0,101,0.2,101,0.2
"LH_SAV_2",2017-06-05,"16:27","MACROZOOPLANKTON","Gammarus spp.",0,0,101,0.2,101,0.2
"LH_SAV_2",2017-06-05,"16:27","MACROZOOPLANKTON","Insect larvae",0,0,101,0.2,101,0.2
"LH_SAV_2",2017-06-05,"16:27","MACROZOOPLANKTON","Isopod",0,0,101,0.2,101,0.2
"LH_SAV_2",2017-06-05,"16:27","MACROZOOPLANKTON","Larval Fish",0,0,101,0.2,101,0.2
"LH_SAV_2",2017-06-05,"16:27","MACROZOOPLANKTON","Mysids",0,0,101,0.2,101,0.2
"LH_SAV_2",2017-06-05,"16:27","MACROZOOPLANKTON","Shrimp",0,0,101,0.2,101,0.2
"LH_SAV_2",2017-06-05,"16:27","MACROZOOPLANKTON","Snail",0,0,101,0.2,101,0.2
